id,doculect,concept,forms,lexstatid
1902,Gavião-Pyhcopji,GNAW,k ɔ̤ː p ɜ,643
1903,Gavião-Pyhcopji,GNAW,k ɔ̤ː p ɜ n,643
1904,Mẽbêngôkre,BRANCH OF RIVER,m ɜ t,214
1905,Apinayé,DIVERT,m/b ɜ t,441
1906,Kĩsêdjê,BRANCH OF RIVER,m/b ɜ t,214
1907,Parkatêjê,DIVERT,p ɜ t,441
1908,Canela-Krahô,RIP,p ɜ t,1239
1909,Mẽbêngôkre,NIGHT,a + k a m ɜ t,1021
1910,Apinayé,NIGHT,k a m/b ɜ t,1021
1911,Kĩsêdjê,NIGHT,a + k a m/b ɜ t,1021
1912,Tapayúna,NIGHT,a + k a w̃ ɜ t,1021
1913,Parkatêjê,NIGHT,a j + k a p ɜ t,1021
1914,Canela-Krahô,NIGHT,a w + k a p ɜ t,1021
1915,Gavião-Pyhcopji,NIGHT,a w + k a p ɜ t,1021
1916,Mẽbêngôkre,MACAW,m ɜ n,915
1917,Apinayé,MACAW,m/b ɜ n,915
1918,Kĩsêdjê,MACAW,m/b ɜ n,915
1919,Tapayúna,MACAW,w̃ ɜ t,916
1920,Parkatêjê,MACAW,p ɜ n,915
1921,Canela-Krahô,MACAW,p ɜ n,915
1922,Gavião-Pyhcopji,MACAW,p ɜ n,915
1923,Mẽbêngôkre,BEAN,m ɜ n + k r w ɜ̂ + ʔ ɨ,147
1924,Apinayé,BEAN,m/b ɜ n + k v r ɜ̂ t,147
1925,Kĩsêdjê,BEAN,m/b ɜ n + kʰ r w ɜ̂ t,147
1926,Tapayúna,BEAN,w̃ ɜ t + kʰ r ɜ̂ t + n ɔ t ĩ,147
1927,Parkatêjê,BEAN,p ɜ n + k r ɜ̂ t + r ɛ,147
1928,Canela-Krahô,BEAN,p ɜ n + kʰ r ɜ̂ t,147
1929,Gavião-Pyhcopji,BEAN,p ɜ n + kʰ r ɨ t,147
1930,Mẽbêngôkre,PIRANHA,a m ɜ n,1127
1931,Apinayé,PIRANHA,a m/b ɜ n,1127
1932,Tapayúna,PIRANHA,a w̃ ɜ t,1127
1933,Parkatêjê,PIRANHA,a p ɜ n,1127
1934,Parkatêjê,PIRANHA,h a p ɜ n,1127
1935,Canela-Krahô,PIRANHA,a p ɜ n,1127
1936,Gavião-Pyhcopji,PIRANHA,aː p ɜ n,1127
1937,Parkatêjê,AND (DIFFERENT SUBJECT),m ɜ̃,48
1938,Canela-Krahô,AND (DIFFERENT SUBJECT),m ɜ̃,48
1939,Gavião-Pyhcopji,AND (DIFFERENT SUBJECT),m ɜ̃,48
1940,Mẽbêngôkre,RHEA,m ɜ̃,1229
1941,Apinayé,RHEA,m ɜ̃,1229
1942,Kĩsêdjê,RHEA,m ɜ̃,1229
1943,Tapayúna,RHEA,w̃ ɜ̃,1229
1944,Parkatêjê,RHEA,m ɜ̃,1229
1945,Canela-Krahô,RHEA,m ɜ̃,1229
1946,Gavião-Pyhcopji,RHEA,m ɜ̃ː,1229
1947,Mẽbêngôkre,CARE,j a m ɜ̃,267
1948,Mẽbêngôkre,CARE,j a m ɜ̃ r,267
1949,Apinayé,CARE,j a m ɜ̃,267
1950,Apinayé,CARE,j a m ɜ̃ r,267
1951,Parkatêjê,CARE,j a m ɜ̃,267
1952,Parkatêjê,CARE,j a m ɜ̃ r,267
1953,Canela-Krahô,CARE,j a m ɜ̃,267
1954,Canela-Krahô,CARE,j a m ɜ̃ r,267
1955,Gavião-Pyhcopji,CARE,j a m ɜ̃,267
1956,Gavião-Pyhcopji,CARE,j a m ɜ̃ r,267
1957,Mẽbêngôkre,WAIT,j a m ɜ̃,1655
1958,Mẽbêngôkre,WAIT,j a m ɜ̃ r,1655
1959,Apinayé,WAIT,j a m ɜ̃,1655
1960,Apinayé,WAIT,j a m ɜ̃ r,1655
1961,Parkatêjê,WAIT,j a m ɜ̃,1655
1962,Parkatêjê,WAIT,j a m ɜ̃ r,1655
1963,Canela-Krahô,WAIT,j a m ɜ̃,1655
1964,Canela-Krahô,WAIT,j a m ɜ̃ r,1655
1965,Gavião-Pyhcopji,WAIT,j a m ɜ̃,1655
1966,Gavião-Pyhcopji,WAIT,j a m ɜ̃ r,1655
1967,Mẽbêngôkre,GRAB (SINGULAR),m ɜ̂,662
1968,Mẽbêngôkre,GRAB (SINGULAR),m ɜ̂ ɲ,662
1969,Apinayé,GRAB (SINGULAR),m/b ɜ̂,662
1970,Apinayé,GRAB (SINGULAR),m/b ɜ̂ ɲ,662
1971,Apinayé,GRAB (SINGULAR),m/b ɜ̂ r,662
1972,Kĩsêdjê,GRAB (SINGULAR),m/b ɜ̂,662
1973,Kĩsêdjê,GRAB (SINGULAR),m/b ɜ̂ n,662
1974,Parkatêjê,GRAB (SINGULAR),p ɜ̂,662
1975,Parkatêjê,GRAB (SINGULAR),p ɜ̂ n,662
1976,Canela-Krahô,GRAB (SINGULAR),p ɜ̂,662
1977,Canela-Krahô,GRAB (SINGULAR),p ɜ̂ n,662
1978,Gavião-Pyhcopji,GRAB (SINGULAR),p ɨ,662
1979,Gavião-Pyhcopji,GRAB (SINGULAR),p ɨ n,662
1980,Mẽbêngôkre,LOAD (SINGULAR),m ɜ̂,891
1981,Mẽbêngôkre,LOAD (SINGULAR),m ɜ̂ ɲ,891
1982,Apinayé,LOAD (SINGULAR),m/b ɜ̂,891
1983,Apinayé,LOAD (SINGULAR),m/b ɜ̂ ɲ,891
1984,Apinayé,LOAD (SINGULAR),m/b ɜ̂ r,891
1985,Kĩsêdjê,LOAD (SINGULAR),m/b ɜ̂,891
1986,Kĩsêdjê,LOAD (SINGULAR),m/b ɜ̂ n,891
1987,Parkatêjê,LOAD (SINGULAR),p ɜ̂,891
1988,Parkatêjê,LOAD (SINGULAR),p ɜ̂ n,891
1989,Canela-Krahô,LOAD (SINGULAR),p ɜ̂,891
1990,Canela-Krahô,LOAD (SINGULAR),p ɜ̂ n,891
1991,Gavião-Pyhcopji,LOAD (SINGULAR),p ɨ,891
1992,Gavião-Pyhcopji,LOAD (SINGULAR),p ɨ n,891
1993,Mẽbêngôkre,MAN,m ɨ,925
1994,Apinayé,MAN,m/b ɨ,925
1995,Kĩsêdjê,MAN,m ẽ + m/b ɨ + j ɛ,926
1996,Tapayúna,MAN,w̃ ɨ,925
1997,Tapayúna,MAN,w̃ ẽ + w̃ ɨ,926
1998,Parkatêjê,MAN,m/p ɨ,925
1999,Mẽbêngôkre,PENIS,m ɨ,1105
2000,Kĩsêdjê,PENIS,m/b ɨ,1105
2001,Tapayúna,PENIS,w̃ ɨ,1105
2002,Canela-Krahô,PENIS,p ɨ,1105
2003,Gavião-Pyhcopji,TRUE SONS OF A FATHER,p ɜ̤ː + k ɜ̃ m,1611
2004,Mẽbêngôkre,TAIL,j a m ɨ,1513
2005,Apinayé,TAIL,j a m/b ɨ,1513
2006,Tapayúna,TAIL,j a w̃ ɨ,1513
2007,Parkatêjê,TAIL,j a p ɨ,1513
2008,Canela-Krahô,TAIL,j a p ɨ,1513
2009,Gavião-Pyhcopji,TAIL,j a p ɜ̤ː,1513
2010,Mẽbêngôkre,SUN,m ɨ t,1491
2011,Apinayé,SUN,m/b ɨ t,1491
2012,Kĩsêdjê,SUN,m/b ɨ t,1491
2013,Tapayúna,SUN,w̃ ɨ t,1491
2014,Parkatêjê,SUN,p ɨ t,1491
2015,Canela-Krahô,SUN,p ɨ t,1491
2016,Gavião-Pyhcopji,SUN,p ɜ̤ t,1491
2017,Mẽbêngôkre,MOON,m ɨ t ɨ + r w ɜ̂,960
2018,Apinayé,MOON,m/b ɨ t + v r ɜ,960
2019,Kĩsêdjê,MOON,m/b ɨ t + r w ɜ,960
2020,Tapayúna,MOON,w̃ ɨ t + r w ɜ̂,960
2021,Canela-Krahô,MOON,p u t + w r ɜ̂,960
2022,Gavião-Pyhcopji,MOON,p ɜ̤ t + r ɨ,960
2023,Mẽbêngôkre,WILD DEER,m ɔ,1712
2024,Apinayé,WILD DEER,m/b ɔ + t i,1712
2025,Kĩsêdjê,WILD DEER,m/b ɔ t + c i,1712
2026,Canela-Krahô,WILD DEER,p ɔ,1712
2027,Gavião-Pyhcopji,WILD DEER,p ɔː,1712
2028,Mẽbêngôkre,SHED,m ɔ,1330
2029,Apinayé,SHED,m/b ɔ + t i,1330
2030,Kĩsêdjê,SHED,m/b ɔ t + c i,1330
2031,Canela-Krahô,SHED,p ɔ,1330
2032,Gavião-Pyhcopji,SHED,p ɔː,1330
2033,Mẽbêngôkre,BEAT,m ɔ k,150
2034,Apinayé,BEAT,m/b ɔ k,150
2035,Kĩsêdjê,FALL (OF FRUIT),m/b ɔ k,532
2036,Canela-Krahô,BEAT,p ɔ k,150
2037,Gavião-Pyhcopji,BEAT,p ɔ k,150
2038,Mẽbêngôkre,CUT OPEN,m ɔ k,396
2039,Apinayé,CUT OPEN,m/b ɔ k,396
2040,Canela-Krahô,CUT OPEN,p ɔ k,396
2041,Gavião-Pyhcopji,CUT OPEN,p ɔ k,396
2042,Mẽbêngôkre,OPEN AND CLOSE,m ɔ m ɔ k,1045
2043,Mẽbêngôkre,WHISPER,m ɔ m ɔ k,1696
2044,Apinayé,STOMP,p a r + m/b ɔ m/b ɔ k,1470
2045,Parkatêjê,GUADAUA WEBERBAUERI,pɔpɔk,682
2046,Canela-Krahô,CLAP,pɔpɔk,310
2047,Gavião-Pyhcopji,SPANK,pɔːpɔk,1422
2048,Mẽbêngôkre,GO (PLURAL),m õ,647
2049,Mẽbêngôkre,GO (PLURAL),m õ r,647
2050,Apinayé,GO (PLURAL),m õ,647
2051,Apinayé,GO (PLURAL),m õ r,647
2052,Kĩsêdjê,GO (PLURAL),m õ,647
2053,Kĩsêdjê,GO (PLURAL),m õ r,647
2054,Tapayúna,GO (PLURAL),w̃ õ,647
2055,Tapayúna,GO (PLURAL),w̃ õ r,647
2056,Parkatêjê,GO (PLURAL),m õ,647
2057,Parkatêjê,GO (PLURAL),m õ n,647
2058,Canela-Krahô,GO (PLURAL),m õ,647
2059,Canela-Krahô,GO (PLURAL),m õ r,647
2060,Gavião-Pyhcopji,GO (PLURAL),m õ,647
2061,Gavião-Pyhcopji,GO (PLURAL),m õ r,647
2062,Mẽbêngôkre,TIP,ɲ i m õ k,1577
2063,Apinayé,TIP,ɲ i m õ k,1577
2064,Parkatêjê,TIP,j i m õ k,1577
2065,Canela-Krahô,TIP,j i m ɔ k + r i,1577
2066,Gavião-Pyhcopji,TIP,j ɛ̤̃ m õ k + r ɛ̤,1577
2067,Mẽbêngôkre,LAGOON,i m ɔ,839
2068,Apinayé,LAGOON,ʔ i m/b ɔ,839
2069,Parkatêjê,LAGOON,h i p ɔ + r ɛ,839
2070,Parkatêjê,LAGOON,h i p ɔ + t i,839
2071,Canela-Krahô,LAGOON,h ĩ p ɔ,839
2072,Gavião-Pyhcopji,LAGOON,h ẽː p u,839
2073,Mẽbêngôkre,FACE,m ɔ p,528
2074,Apinayé,FACE,m/b ɔ p,528
2075,Canela-Krahô,FACE,p ɜ̂ p + r ɛ,528
2076,Gavião-Pyhcopji,FACE,p ɨ p + r ɛ,528
2077,Mẽbêngôkre,ELECTRIC EEL,m ɔ p,498
2078,Apinayé,ELECTRIC EEL,m/b ɔ p + r ɛ,498
2079,Apinayé,ELECTRIC EEL,m/b ɔ p + t i,498
2080,Kĩsêdjê,ELECTRIC EEL,m/b ɔ k + c i,498
2081,Parkatêjê,ELECTRIC EEL,p ɜ̂ p,498
2082,Canela-Krahô,ELECTRIC EEL,p ɜ̂ p,498
2083,Gavião-Pyhcopji,ELECTRIC EEL,p ɨ p + r ɛ,498
2084,Mẽbêngôkre,JATOBÁ (HYMENAEA COURBARIL),m ɔ c,803
2085,Apinayé,JATOBÁ (HYMENAEA COURBARIL),m/b ɔ c + r ɛ,803
2086,Apinayé,JATOBÁ (HYMENAEA COURBARIL),m/b ɔ c + t i,803
2087,Kĩsêdjê,CANOE,m/b ɔ t + k ɜ,260
2088,Parkatêjê,JATOBÁ (HYMENAEA COURBARIL),p ɔ j,803
2089,Canela-Krahô,JATOBÁ (HYMENAEA COURBARIL),p ɔ j,803
2090,Gavião-Pyhcopji,JATOBÁ (HYMENAEA COURBARIL),p u s,803
2091,Mẽbêngôkre,ARMADILLO,k a m ɔ k + t i,67
2092,Parkatêjê,ARMADILLO,k a p ɔ k + t i,67
2093,Canela-Krahô,OITI (MOQUILEA TOMENTOSA),k a p ɔ k,1037
2094,Gavião-Pyhcopji,OITI (MOQUILEA TOMENTOSA),k aː p u k + r ɛ,1037
2095,Gavião-Pyhcopji,OITI (MOQUILEA TOMENTOSA),k aː p u k + t ɛ̤,1037
2096,Mẽbêngôkre,SEE,p u m ũ,1307
2097,Mẽbêngôkre,SEE,p u m u ɲ,1307
2098,Apinayé,SEE,p u m/b u,1307
2099,Apinayé,SEE,p u m/b u ɲ,1307
2100,Kĩsêdjê,SEE,m ũ,1307
2101,Kĩsêdjê,SEE,m ũ n,1307
2102,Tapayúna,SEE,w̃ u,1309
2103,Tapayúna,SEE,w̃ u j,1309
2104,Parkatêjê,SEE,p u p u,1307
2105,Parkatêjê,SEE,p u p u n,1307
2106,Canela-Krahô,SEE,p u p u,1307
2107,Canela-Krahô,SEE,p u p u n,1307
2108,Gavião-Pyhcopji,SEE,p ɔ̤ p ɔ̤,1307
2109,Gavião-Pyhcopji,SEE,p ɔ̤ p ɔ̤ n,1307
2110,Mẽbêngôkre,NECK,m u t,1005
2111,Apinayé,NECK,m/b u t,1005
2112,Kĩsêdjê,NECK,m/b u t,1005
2113,Tapayúna,NECK,w̃ u t,1005
2114,Parkatêjê,NECK,p u t,1005
2115,Canela-Krahô,NECK,p u t,1005
2116,Gavião-Pyhcopji,NECK,p ɔ̤ t,1005
2117,Mẽbêngôkre,CRY,m û,378
2118,Mẽbêngôkre,CRY,m ɜ̂ r,378
2119,Apinayé,CRY,m/b û,378
2120,Apinayé,CRY,m/b u r,378
2121,Apinayé,CRY,m/b ɜ̂ r,378
2122,Kĩsêdjê,CRY,m/b ɜ̂ r,378
2123,Tapayúna,CRY,w̃ ɜ̂ r,378
2124,Mẽbêngôkre,GOOD,m ɛ c,657
2125,Apinayé,GOOD,m/b ɛ c,657
2126,Kĩsêdjê,GOOD,m/b ɛ t/i,657
2127,Tapayúna,GOOD,w̃ ɛ t/i,657
2128,Parkatêjê,GOOD,p ɛ j,657
2129,Canela-Krahô,GOOD,p ɛ j,657
2130,Gavião-Pyhcopji,GOOD,p ɛ s,657
2131,Mẽbêngôkre,KILL (PLURAL),ɲ ĩ m ɛ c,824
2132,Apinayé,KILL (PLURAL),ɲ ĩ m/b ɛ c,824
2133,Kĩsêdjê,STOP,ɲ ĩ m/b ɛ t/i,1473
2134,Kĩsêdjê,FINISH,ɲ ĩ m/b ɛ t/i,565
2135,Parkatêjê,KILL (PLURAL),j i p ɛ j,824
2136,Canela-Krahô,KILL (PLURAL),j i p ɛ j,824
2137,Gavião-Pyhcopji,KILL (PLURAL),j ɛ̤̃ p ɛ s,824
2138,Mẽbêngôkre,HONEY,m ɛ ɲ,745
2139,Apinayé,HONEY,m/b ɛ ɲ,745
2140,Kĩsêdjê,HONEY,m/b ɛ n,745
2141,Tapayúna,HONEY,w̃ ɛ j,745
2142,Parkatêjê,HONEY,p ɛ n,745
2143,Canela-Krahô,HONEY,p ɛ n,745
2144,Gavião-Pyhcopji,HONEY,p ɛ n,745
2145,Mẽbêngôkre,PEOPLE,m ẽ,1107
2146,Apinayé,PEOPLE,m ẽ,1107
2147,Kĩsêdjê,PEOPLE,m ẽ,1107
2148,Tapayúna,PEOPLE,w̃ ẽ,1107
2149,Parkatêjê,PEOPLE,m ẽ,1107
2150,Canela-Krahô,PEOPLE,m ẽ,1107
2151,Gavião-Pyhcopji,PEOPLE,m ẽ,1107
2152,Mẽbêngôkre,THROW,m ẽ,1559
2153,Mẽbêngôkre,THROW,m ẽ ɲ,1559
2154,Apinayé,THROW,m ẽ,1559
2155,Apinayé,THROW,m ẽ ɲ,1559
2156,Kĩsêdjê,THROW,m ẽ,1559
2157,Kĩsêdjê,THROW,m ẽ n,1559
2158,Tapayúna,THROW,w̃ ẽ,1560
2159,Tapayúna,THROW,w̃ ẽ j,1560
2160,Parkatêjê,THROW,m ẽ,1559
2161,Parkatêjê,THROW,m ẽ n,1559
2162,Canela-Krahô,THROW,m ẽ,1559
2163,Canela-Krahô,THROW,m ẽ n,1559
2164,Gavião-Pyhcopji,THROW,m ẽː,1559
2165,Gavião-Pyhcopji,THROW,mẽ n,1559
2166,Mẽbêngôkre,PUSH,k a m ẽ,1187
2167,Mẽbêngôkre,PUSH,k a m ẽ ɲ,1187
2168,Apinayé,OAR,ŋ/g ɔ + k a m ẽ ɲ + c ɜ,1033
2169,Kĩsêdjê,PUSH,k a m ẽ,1187
2170,Parkatêjê,PUSH,k a m ẽ,1187
2171,Parkatêjê,PUSH,k a m ẽ n,1187
2172,Canela-Krahô,PUSH,k a m ẽ,1187
2173,Canela-Krahô,PUSH,k a m ẽ n,1187
2174,Gavião-Pyhcopji,PUSH,k a m ẽː,1187
2175,Gavião-Pyhcopji,PUSH,k a m ẽ n,1187
2176,Mẽbêngôkre,LIQUID,m ɛ,875
2177,Apinayé,LIQUID,m/b ɛ,875
2178,Kĩsêdjê,LIQUID,m/b ɛ,875
2179,Canela-Krahô,LIQUID,p ɛ,875
2180,Mẽbêngôkre,DROP,m ɛ,465
2181,Apinayé,DROP,m/b ɛ,465
2182,Kĩsêdjê,DROP,m/b ɛ,465
2183,Canela-Krahô,DROP,p ɛ,465
2184,Mẽbêngôkre,OIL,m ɛ,1036
2185,Apinayé,OIL,m/b ɛ,1036
2186,Kĩsêdjê,OIL,m/b ɛ,1036
2187,Canela-Krahô,OIL,p ɛ,1036
2188,Gavião-Pyhcopji,GREASE,p iː,674
2189,Mẽbêngôkre,ABACABA,k a m ɛ r,14
2190,Apinayé,ABACABA,k a m/b ɛ r,14
2191,Kĩsêdjê,ABACABA,k a m/b ɛ r,14
2192,Parkatêjê,ABACABA,k a p ɛ r,14
2193,Canela-Krahô,ABACABA,k a p ɛ r,14
2194,Gavião-Pyhcopji,ABACABA,k aː p i r,14
2195,Mẽbêngôkre,HUSBAND,m j ɛ n,767
2196,Apinayé,HUSBAND,m/b z ɛ n,766
2197,Kĩsêdjê,HUSBAND,m j ɛ n,767
2198,Tapayúna,HUSBAND,n ĵ ɛ t,770
2199,Parkatêjê,HUSBAND,p j ɛ n,767
2200,Canela-Krahô,HUSBAND,p j ɛ n,767
2201,Gavião-Pyhcopji,HUSBAND,p j i n,767
2202,Mẽbêngôkre,ALLIGATOR,m ĩ,40
2203,Apinayé,ALLIGATOR,m ĩ + t i,40
2204,Kĩsêdjê,ALLIGATOR,m ĩ + c i,40
2205,Tapayúna,ALLIGATOR,w̃ ĩ,40
2206,Parkatêjê,ALLIGATOR,m ĩ + r ɛ,40
2207,Parkatêjê,ALLIGATOR,m ĩ + t i,40
2208,Canela-Krahô,ALLIGATOR,m ĩ,40
2209,Gavião-Pyhcopji,ALLIGATOR,m ẽ̤,40
2210,Mẽbêngôkre,COVER WITH DIRT,a + m ĩ,364
2211,Mẽbêngôkre,COVER WITH DIRT,ĵ ɜ + m ĩ n,364
2212,Apinayé,COVER WITH DIRT,a + m ĩ,364
2213,Kĩsêdjê,COVER WITH DIRT,t ɜ m ĩ,365
2214,Kĩsêdjê,COVER WITH DIRT,t ɜ m ĩ r,365
2215,Parkatêjê,COVER WITH DIRT,j ɜ m ĩ,365
2216,Parkatêjê,COVER WITH DIRT,j ɜ m ĩ r,365
2217,Canela-Krahô,COVER WITH DIRT,j ɜ m ĩ,365
2218,Canela-Krahô,COVER WITH DIRT,j ɜ m ĩ r,365
2219,Gavião-Pyhcopji,COVER WITH DIRT,j ɜː m ɛ̤̃,365
2220,Gavião-Pyhcopji,COVER WITH DIRT,j ɜː m ɛ̤̃ r,365
2221,Apinayé,BAKE IN THE EARTH,c u + m ĩ,115
2222,Apinayé,BAKE IN THE EARTH,c u + m ĩ r,115
2223,Gavião-Pyhcopji,BAKE IN THE EARTH,j õː m ɛ̤̃,116
2224,Apinayé,WAKE UP,m/b r a,1656
2225,Apinayé,WAKE UP,m/b r a r,1656
2226,Parkatêjê,WAKE UP,a + m/p r a,1656
2227,Parkatêjê,WAKE UP,a j + p i + m/p r a r,1656
2228,Canela-Krahô,WAKE UP,a + m/p r a,1656
2229,Canela-Krahô,WAKE UP,p ĩ + m/p r a r,1656
2230,Gavião-Pyhcopji,WAKE UP,a + m/p r aː,1656
2231,Gavião-Pyhcopji,WAKE UP,p ɛ̤̃ + m/p r aː,1656
2232,Mẽbêngôkre,WALK (SINGULAR),m r ã,1659
2233,Mẽbêngôkre,WALK (SINGULAR),m r ã ɲ,1659
2234,Apinayé,WALK (SINGULAR),m/b r a,1659
2235,Apinayé,WALK (SINGULAR),m/b r a r,1659
2236,Kĩsêdjê,WALK (SINGULAR),m/b r a,1659
2237,Kĩsêdjê,WALK (SINGULAR),m/b r a j,1659
2238,Tapayúna,WALK (SINGULAR),n r a,1659
2239,Parkatêjê,WALK (SINGULAR),p r a,1659
2240,Parkatêjê,WALK (SINGULAR),p r a r,1659
2241,Canela-Krahô,WALK (SINGULAR),p r a,1659
2242,Canela-Krahô,WALK (SINGULAR),p r a r,1659
2243,Gavião-Pyhcopji,WALK (SINGULAR),p r aː,1659
2244,Mẽbêngôkre,SCREAM,a + m r a,1300
2245,Mẽbêngôkre,SCREAM,ĵ ɜ + m r a ɲ,1300
2246,Apinayé,SCREAM,a + m ỹ r a,1300
2247,Apinayé,SCREAM,c ɜ + m/b r a,1300
2248,Kĩsêdjê,SCREAM,a + m/b r a,1300
2249,Kĩsêdjê,SCREAM,t ɜ + m/b r a,1300
2250,Parkatêjê,SCREAM,m r ã,1300
2251,Parkatêjê,SCREAM,m r ã r,1300
2252,Canela-Krahô,CRY,a + m r ã,379
2253,Canela-Krahô,SCREAM,k w ɜ̂ r,1301
2254,Gavião-Pyhcopji,SCREAM,aː + m r ã,1300
2255,Gavião-Pyhcopji,SCREAM,k w ɨ r,1301
2256,Mẽbêngôkre,SHOWER (SOMEONE),k u m r ɜ̃,1345
2257,Mẽbêngôkre,SHOWER (SOMEONE),k u m r ɜ̃,1345
2258,Apinayé,SHOWER (SOMEONE),k u m r ɜ̃,1345
2259,Apinayé,SHOWER (SOMEONE),k u m r ɜ̃ r,1345
2260,Kĩsêdjê,SHOWER (SOMEONE),k u m b r ɜ̃,1345
2261,Kĩsêdjê,SHOWER (SOMEONE),k u m ɜ̃ r,1345
2262,Parkatêjê,SHOWER (SOMEONE),k u m r ɜ̃,1345
2263,Parkatêjê,SHOWER (SOMEONE),k u m r ɜ̃ r,1345
2264,Canela-Krahô,SHOWER (SOMEONE),k u m r ɜ̃,1345
2265,Canela-Krahô,SHOWER (SOMEONE),k u m r ɜ̃ r,1345
2266,Gavião-Pyhcopji,SHOWER (SOMEONE),k ɔ̤ m r ɜ̃,1345
2267,Gavião-Pyhcopji,SHOWER (SOMEONE),k ɔ̤ m r ɜ,1345
2268,Mẽbêngôkre,HUNTING,m r ɨ,764
2269,Apinayé,HUNTING,m/b r ɨ,764
2270,Kĩsêdjê,HUNTING,m/b r ɨ,764
2271,Tapayúna,HUNTING,n r ɨ,764
2272,Parkatêjê,HUNTING,p r ɨ,764
2273,Canela-Krahô,HUNTING,p r ɨ,764
2274,Gavião-Pyhcopji,HUNTING,p r ɜ̤ː + r ɛ,764
2275,Mẽbêngôkre,GRAY,m r ɔ,673
2276,Apinayé,GRAY,m/b r ɔ,673
2277,Kĩsêdjê,GRAY,m/b r ɔ,673
2278,Parkatêjê,GRAY,p r ɔ,673
2279,Canela-Krahô,GRAY,p r ɔ,673
2280,Gavião-Pyhcopji,GRAY,p r ɔ,673
2281,Mẽbêngôkre,DIVE,m r õ,439
2282,Apinayé,DIVE,m r õ,439
2283,Kĩsêdjê,DIVE,m r õ,439
2284,Parkatêjê,PORRIDGE,j õ + m r õ,1155
2285,Canela-Krahô,DIVE,m r õ,439
2286,Canela-Krahô,DIVE,m r õ r,439
2287,Mẽbêngôkre,GENIPAP (FRUIT),m r ɔ + t i,627
2288,Apinayé,GENIPAP (FRUIT),m/b r ɔ + t i,627
2289,Kĩsêdjê,GENIPAP (FRUIT),m/b r ɔ + c i,627
2290,Tapayúna,GENIPAP (FRUIT),n r ɔ + c i,627
2291,Parkatêjê,GENIPAP (FRUIT),p ɔ r + t i,627
2292,Canela-Krahô,GENIPAP (FRUIT),p ɔ r + t i,627
2293,Canela-Krahô,GENIPAP (FRUIT),p r ɔ r ɔ + t i,627
2294,Gavião-Pyhcopji,GENIPAP (FRUIT),p r u + t ɛ̤,627
2295,Mẽbêngôkre,BLOOD,k a m r ɔ,195
2296,Apinayé,BLOOD,k a m/b r ɔ,195
2297,Kĩsêdjê,BLOOD,k a m/b r ɔ,195
2298,Tapayúna,BLOOD,k a n r ɔ,195
2299,Parkatêjê,BLOOD,k a p r ɔ,195
2300,Canela-Krahô,BLOOD,k a p r ɔ,195
2301,Gavião-Pyhcopji,BLOOD,k a p r uː,195
2302,Mẽbêngôkre,FOAM,j a m r ɔ,596
2303,Apinayé,FOAM,j a m/b r ɔ,596
2304,Canela-Krahô,FOAM,j ɜ m/p r ɔ,596
2305,Gavião-Pyhcopji,FOAM,j ã m/p r uː,596
2306,Mẽbêngôkre,ANT,m r ũ m,54
2307,Apinayé,ANT,m r ũ m,54
2308,Tapayúna,ANT,r ũ w,54
2309,Canela-Krahô,ANT,p r ũ m + r ɛ,54
2310,Gavião-Pyhcopji,ANT,p r ɔ̤̃ m + r ɛ,54
2311,Apinayé,SISTER-IN-LAW,m/b r ɛ + n/d i,1352
2312,Apinayé,BROTHER-IN-LAW,m/b r ɛ + m/b ɨ,231
2313,Apinayé,FATHER-IN-LAW,m/b r ɛ + ŋ/g ɛ t,547
2314,Apinayé,MOTHER-IN-LAW,m/b r ɛ + ŋ/g ɛ c,971
2315,Canela-Krahô,SISTER-IN-LAW,p r ɛ j ɛ,1352
2316,Canela-Krahô,SISTER-IN-LAW,j ũ + p r ɛ,1353
2317,Canela-Krahô,BROTHER-IN-LAW,p r ɛ j ɛ,231
2318,Canela-Krahô,BROTHER-IN-LAW,j ũ + p r ɛ,231
2319,Canela-Krahô,FATHER-IN-LAW,p r ɛ + k ɛ t,547
2320,Canela-Krahô,FATHER-IN-LAW,j ũ + p r ɛ + k ɛ t,547
2321,Canela-Krahô,MOTHER-IN-LAW,p r ɛ + k ɛ,971
2322,Canela-Krahô,MOTHER-IN-LAW,j ũ + p r ɛ + k ɛ,971
2323,Gavião-Pyhcopji,SISTER-IN-LAW,j ɔ̤̃ + p r ɛː,1353
2324,Gavião-Pyhcopji,BROTHER-IN-LAW,j ɔ̤̃ + p r ɛː,231
2325,Gavião-Pyhcopji,FATHER-IN-LAW,j ɔ̤̃ + p r ɛː + k i t,547
2326,Gavião-Pyhcopji,FATHER-IN-LAW,p r ɛː + k i t + j i,547
2327,Gavião-Pyhcopji,MOTHER-IN-LAW,j ɔ̤̃ + p r ɛː + k i j,971
2328,Kĩsêdjê,FATHER-IN-LAW,t u + m/b r ɛ + ŋ/g ɛ t,547
2329,Mẽbêngôkre,SISTER-IN-LAW,m r ɛ,1352
2330,Mẽbêngôkre,SISTER-IN-LAW,ĵ u + m r ɛ,1353
2331,Mẽbêngôkre,BROTHER-IN-LAW,m r ɛ,231
2332,Mẽbêngôkre,BROTHER-IN-LAW,ĵ u + m r ɛ,231
2333,Mẽbêngôkre,FATHER-IN-LAW,m r ɛ + ŋ ɛ t,547
2334,Mẽbêngôkre,FATHER-IN-LAW,ĵ u + m r ɛ + ŋ ɛ t,547
